customer_id,name,age,state,signup_date,email,phone_number,subscribe,customer_tenture_days,gender_Male,transaction_count,total_spent,avg_transaction_value,total_quantity,avg_discount,unique_products,last_transaction_date
CUST0027,Elisa,21,Sumatera Barat,2024-06-04,933elisa@example.com,888243008034,1,476,False,2,7987000,3993500.0,30,19.5,2,2025-03-17
CUST0028,Septi,43,Bali,2024-11-14,septi362@example.com,856469458258,0,313,False,3,6021200,2007066.67,23,11.33,3,2025-09-11
CUST0029,Kiandra,52,Jawa Barat,2024-02-28,hutapeadaryani@example.org,84150799109,1,573,False,10,74736000,7473600.0,261,21.2,10,2025-09-07
CUST0030,Hamima,61,Kalimantan Barat,2024-09-16,ibrahimhartati@example.org,89959402600,1,372,False,4,48713000,12178250.0,122,34.0,4,2024-12-29
CUST0031,Salimah,60,Kalimantan Barat,2025-04-10,rafid56@example.org,8186096425,0,166,False,15,38893000,2592866.67,158,23.4,15,2025-09-21
CUST0032,Iriana,40,Riau,2025-02-10,cagakkusumo@example.org,826260451,1,225,False,14,118078000,8434142.86,346,28.29,14,2025-07-14
CUST0033,Raden,47,Kalimantan Selatan,2023-11-16,raden_6@example.com,8448856016,1,677,True,9,65537000,7281888.89,285,20.89,9,2025-03-24
CUST0034,Ani,39,Kalimantan Barat,2025-08-08,ani_50@example.com,839710740771,0,46,False,3,6883500,2294500.0,38,15.67,3,2025-09-22
CUST0035,Yessi,21,Gorontalo,2024-04-25,cawuk46@example.net,81027769908,0,516,False,9,26362000,2929111.11,124,24.11,9,2025-04-20
CUST0036,Amelia,28,Sulawesi Tenggara,2025-06-13,phutapea@example.net,851504518,1,102,False,8,62905000,7863125.0,224,14.62,8,2025-09-14
CUST0037,Dewi,60,Kepulauan Riau,2024-01-15,578dewi@example.com,803009617084,1,617,False,3,33880000,11293333.33,100,19.67,3,2025-06-29
CUST0038,Ganep,27,unknown,2024-04-02,uwaishimawan@example.org,800743640,1,539,True,1,4075000,4075000.0,25,30.0,1,2024-11-15
CUST0039,Kawaya,22,Sumatera Barat,2025-05-07,kawaya429@example.com,89967696232,1,139,True,13,94213000,7247153.85,351,22.31,13,2025-09-05
CUST0040,Bahuwarna,56,Kalimantan Timur,2024-05-20,wriyanti@example.com,883953990,0,491,True,2,8198000,4099000.0,23,20.5,2,2024-11-23
CUST0041,Zulfa,49,Kepulauan Riau,2025-04-28,kemba06@example.org,895039630,1,148,False,8,58253000,7281625.0,176,22.62,8,2025-09-06
CUST0042,Daryani,39,Sulawesi Utara,2024-12-15,pudjiastutiprayoga@example.org,88017553925,0,282,True,7,28433000,4061857.14,120,14.14,7,2025-09-10
CUST0043,Azalea,21,Bengkulu,2024-12-18,azalea436@example.com,8017750425,1,279,False,10,96032000,9603200.0,266,25.0,10,2025-08-31
CUST0044,Yunita,54,Aceh,2024-02-08,siregarbella@example.com,8561409632,0,593,False,8,24058000,3007250.0,103,17.38,8,2025-06-05
CUST0045,Harto,60,Nusa Tenggara Barat,2023-11-19,harto401@example.com,815095803,0,674,True,4,15988000,3997000.0,48,15.5,4,2025-04-13
CUST0046,Mila,21,Lampung,2024-01-30,jefri95@example.org,830530604317,1,602,False,2,20464000,10232000.0,53,20.0,2,2025-03-05
CUST0047,Clara,18,Sumatera Utara,2023-10-05,338clara@example.com,8728218646,1,719,False,7,64674000,9239142.86,194,22.0,7,2025-04-04
CUST0048,Kawaya,22,Kalimantan Utara,2024-10-10,rahayugarang@example.org,83240371591,0,348,True,3,11067000,3689000.0,26,15.0,3,2025-02-10
CUST0049,Zelaya,50,Bali,2024-05-18,zelaya_91@example.com,8868171210,0,493,False,13,44830000,3448461.54,193,18.77,13,2025-09-02
CUST0050,Azalea,21,Sumatera Barat,2024-04-10,nardipermata@example.com,815333503759,1,531,False,4,56366000,14091500.0,119,30.25,4,2025-05-13
CUST0051,Laras,55,Jawa Timur,2024-07-03,silvia38@example.net,8158732552,0,447,False,11,23989700,2180881.82,121,22.27,11,2025-09-16
CUST0052,Baktiono,62,Lampung,2025-05-10,12baktiono@example.com,828457211,0,136,True,13,45036000,3464307.69,178,12.85,13,2025-09-24
CUST0053,Gading,19,Kalimantan Utara,2025-08-31,gading626@example.com,8337068115,0,23,True,7,21385000,3055000.0,63,23.86,7,2025-09-23
CUST0054,Shania,65,Kepulauan Bangka Belitung,2024-06-27,xhartati@example.net,876368513,1,453,False,7,56801000,8114428.57,189,19.57,7,2025-05-05
CUST0055,Ajeng,47,Papua Barat,2024-02-23,lilisusanti@example.org,824638791959,0,578,False,7,20645000,2949285.71,95,29.57,7,2025-03-14
CUST0056,Emong,39,Bali,2025-06-28,emong132@example.com,8896929596,1,87,True,6,32172000,5362000.0,139,19.17,6,2025-08-11
CUST0057,Panca,42,Sumatera Utara,2024-05-23,panca67@example.com,855347885,1,488,True,8,91031000,11378875.0,209,22.75,8,2025-05-28
CUST0058,Yunita,65,Sulawesi Barat,2024-01-29,yunita_84@example.com,82173919096,1,603,False,13,106402000,8184769.23,285,26.54,13,2025-09-16
CUST0059,Eko,42,Sulawesi Selatan,2025-07-07,teddy33@example.net,82140921512,1,78,True,7,70175000,10025000.0,211,16.29,7,2025-09-15
CUST0060,Devi,63,Kepulauan Bangka Belitung,2024-05-29,wakiman15@example.org,816841884897,0,482,False,7,43121000,6160142.86,111,20.43,7,2025-07-04
CUST0061,Siska,29,Sumatera Utara,2025-04-28,siska_1@example.com,861273194,0,148,False,1,3552000,3552000.0,8,29.0,1,2025-08-30
CUST0062,Siti,53,Banten,2025-02-07,206siti@example.com,809986352,1,228,False,15,118795000,7919666.67,375,19.27,15,2025-07-26
CUST0063,Muni,23,Jawa Timur,2025-04-25,eprabowo@example.org,8136636469,1,151,True,10,92758000,9275800.0,257,20.2,10,2025-09-19
CUST0064,Diah,36,Nusa Tenggara Barat,2024-09-15,592diah@example.com,8743750197,1,373,False,9,95486000,10609555.56,227,21.0,9,2025-08-09
CUST0065,Perkasa,26,Kalimantan Timur,2025-01-03,estionoprasetya@example.org,8243403277,0,263,True,13,35908000,2762153.85,168,29.54,13,2025-09-04
CUST0066,Victoria,30,Banten,2025-06-07,saragihdacin@example.org,83711225862,1,108,False,1,4240000,4240000.0,20,6.0,1,2025-06-17
CUST0067,Anita,49,DKI Jakarta,2024-10-07,anita787@example.com,88953352346,0,351,False,12,37572000,3131000.0,135,29.75,12,2025-04-15
CUST0068,Ade,28,Papua,2024-04-01,maryatisuci@example.org,870339210,1,540,True,5,51460000,10292000.0,139,22.0,5,2025-09-12
CUST0069,Ratna,40,Papua Barat,2024-03-13,447ratna@example.com,81610611457,1,559,False,6,31478000,5246333.33,161,25.17,6,2025-02-02
CUST0070,Tari,20,Kalimantan Tengah,2024-10-16,tari_19@example.com,866257998,1,342,False,5,18820000,3764000.0,98,22.8,5,2025-03-26
CUST0071,Faizah,60,unknown,2024-12-09,hwidiastuti@example.com,898502533,1,288,False,15,132633000,8842200.0,445,19.87,15,2025-09-23
CUST0679,Jayadi,46,Kepulauan Bangka Belitung,2025-09-20,998jayadi@example.com,84642406422,0,3,True,21,70762000,3369619.05,307,22.38,21,2025-09-24
CUST0072,Bagus,59,Papua Barat,2024-08-29,dmahendra@example.com,810909634929,0,390,True,15,52490000,3499333.33,183,31.67,15,2025-09-16
CUST0073,Ajeng,58,Sumatera Barat,2024-10-31,uandriani@example.com,812382618,1,327,False,15,116547000,7769800.0,383,24.87,15,2025-09-02
CUST0074,Gawati,28,Banten,2025-08-07,gawati485@example.com,83172254204,1,47,False,11,89195000,8108636.36,303,24.09,11,2025-09-16
CUST0075,Salman,45,Papua Barat,2024-11-17,salman705@example.com,896248430344,0,310,True,10,45410000,4541000.0,130,29.7,10,2025-07-11
CUST0076,Novi,41,unknown,2024-06-21,eka06@example.com,825670214,1,459,False,9,57672000,6408000.0,233,16.0,9,2025-07-28
CUST0077,Najib,42,Maluku Utara,2025-04-29,najib_62@example.com,839771409193,0,147,True,1,3630000,3630000.0,10,24.0,1,2025-05-27
CUST0078,Jail,62,Kalimantan Timur,2025-02-06,jail373@example.com,868806727,1,229,True,3,17384000,5794666.67,78,33.33,3,2025-04-08
CUST0079,Salman,56,Papua,2024-11-14,nardiprastuti@example.org,889263587182,1,313,True,10,61324000,6132400.0,307,18.9,10,2025-09-08
CUST0080,Zelaya,61,Jawa Barat,2025-04-16,pmulyani@example.com,879430310,0,160,False,11,49240000,4476363.64,157,21.73,11,2025-09-18
CUST0081,Kiandra,18,Kalimantan Utara,2024-04-23,kiandra323@example.com,892051889,1,518,False,5,47022000,9404400.0,130,26.0,5,2025-05-30
CUST0082,Pangeran,47,Sulawesi Tengah,2024-04-27,uwaistina@example.com,854442638,1,514,True,1,13932000,13932000.0,36,16.0,1,2025-02-24
CUST0083,Waluyo,22,Sumatera Selatan,2024-04-21,423waluyo@example.com,8163175135,1,520,True,7,34695000,4956428.57,146,25.43,7,2025-01-31
CUST0084,Cemeti,43,unknown,2024-06-10,cemani42@example.org,82769374044,1,470,True,10,86997000,8699700.0,273,20.1,10,2025-07-18
CUST0085,Diana,23,unknown,2025-01-23,diana214@example.com,8261158450,1,243,False,9,48276000,5364000.0,197,19.44,9,2025-06-16
CUST0086,Lintang,21,Riau,2025-04-20,gsuryatmi@example.com,87875175545,1,156,False,14,116073000,8290928.57,368,24.64,14,2025-09-17
CUST0087,Ophelia,29,Sumatera Barat,2025-09-01,nyoman41@example.org,87576535147,0,22,False,11,22670000,2060909.09,142,21.64,11,2025-09-23
CUST0088,Sabar,60,Papua,2023-10-23,jaisfarida@example.com,87828228770,0,701,True,3,13610000,4536666.67,37,30.67,3,2025-03-08
CUST0089,Lintang,45,Jawa Tengah,2023-09-28,cwijayanti@example.org,88304909643,0,726,False,4,11455000,2863750.0,55,19.75,4,2025-08-08
CUST0090,Ade,22,Sumatera Selatan,2025-03-07,paimanthamrin@example.com,8645712253,0,200,False,3,12661000,4220333.33,33,20.33,3,2025-04-30
CUST0091,Gadang,48,unknown,2024-01-02,gadang_44@example.com,83406335553,0,630,True,3,6772000,2257333.33,37,36.33,3,2025-03-24
CUST0092,Uli,39,Sulawesi Utara,2025-02-21,ilsauwais@example.com,85301687145,1,214,False,14,159719000,11408500.0,339,25.71,14,2025-09-16
CUST0093,Syahrini,34,unknown,2024-07-14,hariputra@example.com,87412241378,1,436,False,14,131607000,9400500.0,395,20.36,14,2025-06-11
CUST0094,Respati,26,Kalimantan Utara,2023-10-06,aryanimartani@example.net,8432024958,0,718,True,9,24115000,2679444.44,84,25.56,9,2025-05-17
CUST0095,Kayun,36,Kalimantan Timur,2024-08-18,whastuti@example.org,869104458,1,401,True,4,34648000,8662000.0,122,18.25,4,2025-04-05
CUST0096,Kamila,42,Nusa Tenggara Barat,2024-08-09,kamila440@example.com,8886490325,0,410,False,10,44725500,4472550.0,167,22.4,10,2025-03-22
CUST0097,Hasna,57,Kalimantan Barat,2024-04-13,hasna_36@example.com,8523325335,0,528,False,15,49285000,3285666.67,166,31.93,15,2025-09-16
CUST0098,Darmana,20,Lampung,2024-07-13,janewibowo@example.net,87578356078,1,437,True,1,2040000,2040000.0,20,32.0,1,2024-10-05
CUST0099,Nardi,46,Papua Barat,2024-05-09,564nardi@example.com,842270801734,1,502,True,1,5239000,5239000.0,31,1.0,1,2025-04-22
CUST0100,Gangsar,33,Maluku Utara,2024-10-18,mahendraviman@example.org,83883350165,1,340,True,7,55845000,7977857.14,164,29.14,7,2025-02-24
CUST0101,Unjani,44,Bengkulu,2024-08-25,pangestu31@example.com,858832347094,0,394,False,8,23204000,2900500.0,99,18.75,8,2025-08-27
CUST0102,Darmana,34,Sumatera Utara,2024-10-06,keneskurniawan@example.com,8731410728,1,352,True,2,16976000,8488000.0,63,5.5,2,2024-12-26
CUST0522,Lurhur,34,Papua,2024-08-14,andrianidimas@example.org,8739118659,1,405,True,17,120301000,7076529.41,389,17.94,17,2025-03-22
CUST0103,Eva,33,Riau,2024-08-12,106eva@example.com,841163644257,0,407,False,5,15903000,3180600.0,84,18.8,5,2025-06-14
CUST0104,Cinta,29,Sulawesi Selatan,2025-09-19,labuh06@example.net,80353584528,1,4,False,14,94374000,6741000.0,349,15.79,14,2025-09-24
CUST0105,Nabila,39,Sulawesi Utara,2025-06-05,agus50@example.org,836201825,1,110,False,10,100800000,10080000.0,239,22.3,10,2025-09-23
CUST0412,Tira,65,Riau,2024-12-22,tira_61@example.com,840843370,0,275,False,23,66764000,2902782.61,266,20.35,23,2025-09-17
CUST0106,Febi,52,Sumatera Utara,2025-08-10,febi307@example.com,85506901946,0,44,False,2,4352000,2176000.0,27,35.5,2,2025-09-02
CUST0107,Xanana,35,Sulawesi Selatan,2024-04-27,xanana906@example.com,8836361564,1,514,True,6,34111000,5685166.67,145,25.17,6,2025-01-16
CUST0108,Laila,23,Papua Barat,2025-01-15,laila_12@example.com,870295902,1,251,False,6,61282000,10213666.67,185,22.33,6,2025-03-17
CUST0109,Elisa,20,Riau,2025-08-18,emaskuswandari@example.com,826103819,0,36,False,8,36763000,4595375.0,121,18.25,8,2025-09-20
CUST0110,Amelia,22,Jambi,2025-01-26,vanesamaulana@example.org,877164551,1,240,False,1,3280000,3280000.0,16,27.0,1,2025-05-28
CUST0111,Zaenab,21,Kalimantan Barat,2024-05-22,dongoranelvina@example.com,847282814730,1,489,False,15,90937000,6062466.67,340,22.13,15,2025-04-20
CUST0112,Hana,26,Kepulauan Bangka Belitung,2024-05-27,hana71@example.com,830340547,0,484,False,8,30220000,3777500.0,115,25.0,8,2025-08-23
CUST0113,Luis,44,Jawa Timur,2025-02-02,luis_78@example.com,807226070,1,233,True,5,30949000,6189800.0,148,27.0,5,2025-09-11
CUST0114,Bakijan,46,Kalimantan Selatan,2025-03-19,bakijan716@example.com,811045815,1,188,True,8,49518000,6189750.0,183,29.5,8,2025-09-12
CUST0115,Febi,60,unknown,2023-12-18,853febi@example.com,834936269296,1,645,False,3,25601000,8533666.67,68,25.67,3,2025-02-05
CUST0116,Safina,37,Kalimantan Barat,2023-12-19,eli60@example.net,836530994,1,644,False,3,20796000,6932000.0,91,25.67,3,2025-02-21
CUST0117,Heru,46,Nusa Tenggara Timur,2025-03-01,heru_59@example.com,8442400531,0,206,True,8,48529000,6066125.0,138,25.25,8,2025-05-08
CUST0137,Faizah,58,Sulawesi Tenggara,2025-02-15,faizah137@example.com,824030244596,1,220,False,17,150870000,8874705.88,469,24.41,17,2025-07-31
CUST0118,Wisnu,39,Papua,2025-08-30,susantiokto@example.org,888016519033,1,24,True,5,41547000,8309400.0,138,26.4,5,2025-09-24
CUST0119,Usyi,29,Sulawesi Selatan,2024-06-03,winarnoharsaya@example.com,82820682864,0,477,False,15,60757000,4050466.67,229,20.47,15,2025-03-28
CUST0120,Indah,46,Nusa Tenggara Timur,2025-04-05,pangestumaida@example.org,86760383725,1,171,False,15,154038000,10269200.0,435,25.4,15,2025-09-20
CUST0121,Rachel,43,Sulawesi Utara,2024-08-13,fkuswoyo@example.com,85694551033,1,406,False,13,94786000,7291230.77,340,22.85,13,2025-06-10
CUST0122,Putri,21,Kalimantan Barat,2024-09-10,mustofakamal@example.com,877723734,1,378,False,15,101464000,6764266.67,381,28.07,15,2025-07-08
CUST0123,Budi,25,Kalimantan Timur,2024-07-30,daniswarafujiati@example.org,80867052945,0,420,True,13,39623000,3047923.08,194,23.31,13,2025-09-15
CUST0124,Hana,46,Kalimantan Selatan,2024-02-25,wibisonokayun@example.org,812329994722,1,576,False,1,3780000,3780000.0,27,39.0,1,2025-01-16
CUST0125,Dian,51,Lampung,2023-11-25,855dian@example.com,83875282295,1,668,False,6,62999000,10499833.33,167,27.67,6,2025-04-05
CUST0126,Lili,36,Sulawesi Tenggara,2024-11-30,71lili@example.com,8056814408,1,297,False,12,122087000,10173916.67,297,16.5,12,2025-05-27
CUST0127,Pandu,33,Jawa Tengah,2025-06-24,edi47@example.net,8077055295,1,91,True,14,116061000,8290071.43,410,20.79,14,2025-09-18
CUST0128,Restu,42,Sulawesi Selatan,2023-12-19,uwaisjail@example.net,84987516839,1,644,False,15,126511000,8434066.67,410,23.73,15,2025-05-25
CUST0129,Nardi,24,Kepulauan Riau,2025-03-23,salahudinupik@example.net,87254525827,1,184,True,7,44822000,6403142.86,187,22.43,7,2025-09-15
CUST0130,Paulin,21,unknown,2024-10-22,osimanjuntak@example.com,87062587103,1,336,False,10,129103000,12910300.0,297,20.5,10,2025-05-21
CUST0131,Warsa,28,Jawa Barat,2024-03-14,warsa_48@example.com,868764954,0,558,True,1,2550000,2550000.0,15,18.0,1,2024-11-14
CUST0132,Fitria,37,Sumatera Selatan,2024-03-01,endra63@example.org,873119408752,0,571,False,3,7086000,2362000.0,47,18.67,3,2025-06-29
CUST0133,Kayla,27,Kalimantan Barat,2024-03-28,winarsihkarimah@example.net,85520127461,1,544,False,5,38469000,7693800.0,129,44.2,5,2025-07-13
CUST0134,Hasna,35,Maluku Utara,2024-03-01,pangestumahmud@example.com,89859502185,1,571,False,8,62217000,7777125.0,217,28.75,8,2025-03-01
CUST0135,Eluh,33,Jawa Timur,2025-07-10,faizahgunawan@example.com,8445380044,0,75,True,14,56282200,4020157.14,217,26.14,14,2025-09-20
CUST0136,Anggabaya,42,Gorontalo,2025-03-21,ekopuspasari@example.net,814729402780,1,186,True,8,57544000,7193000.0,207,29.62,8,2025-09-03
CUST0138,Wulan,45,unknown,2025-07-16,wulan_37@example.com,81397393326,0,69,False,3,6014000,2004666.67,29,16.67,3,2025-08-18
CUST0139,Ilyas,47,Kepulauan Bangka Belitung,2024-11-05,namagaanastasia@example.net,8489315431,1,322,True,6,47033000,7838833.33,136,22.0,6,2025-07-21
CUST0140,Bambang,63,Sumatera Utara,2025-03-30,rahmi71@example.org,806004381324,0,177,True,13,32496000,2499692.31,138,24.15,13,2025-09-05
CUST0141,Hasna,35,Jambi,2024-07-12,hasna_96@example.com,808350211395,1,438,False,6,52552000,8758666.67,162,34.83,6,2025-04-03
CUST0142,Ami,42,unknown,2023-12-12,ytamba@example.net,84571050970,1,651,False,5,41288000,8257600.0,132,39.0,5,2025-05-14
CUST0143,Rini,18,Gorontalo,2025-01-29,319rini@example.com,859832791,1,237,False,9,68963000,7662555.56,212,28.89,9,2025-04-26
CUST0144,Olga,49,Aceh,2024-04-04,586olga@example.com,824500893,1,537,True,8,62551000,7818875.0,206,17.88,8,2025-04-19
CUST0145,Kamila,49,Kepulauan Riau,2024-12-09,kamila301@example.com,874823735747,0,288,False,5,10857000,2171400.0,53,25.2,5,2025-07-24
CUST0146,Jatmiko,58,Papua,2023-12-29,jagahakim@example.net,85532539518,1,634,True,4,39195000,9798750.0,96,33.5,4,2025-01-13
CUST0147,Puput,44,Sulawesi Tengah,2023-11-20,indrayuliarti@example.net,888963677419,1,673,False,4,38268000,9567000.0,101,29.25,4,2024-11-05
CUST0148,Candrakanta,34,Aceh,2025-09-22,ian38@example.org,8454479725,1,1,True,7,63701000,9100142.86,217,31.86,7,2025-09-24
CUST0149,Puti,45,Sulawesi Selatan,2025-01-14,790puti@example.com,844664817759,1,252,False,9,48743000,5415888.89,258,22.89,9,2025-08-19
CUST0150,Ganep,62,Papua Barat,2025-07-01,drajatdamanik@example.net,810709870971,0,84,True,5,9078000,1815600.0,65,22.6,5,2025-09-01
CUST0151,Baktiadi,50,Lampung,2024-06-02,sakti91@example.org,83052760224,1,478,True,3,41134000,13711333.33,107,5.67,3,2025-09-04
CUST0152,Sadina,40,Kalimantan Utara,2024-07-16,873sadina@example.com,8246809152,1,434,False,12,61582000,5131833.33,263,20.17,12,2025-09-18
CUST0153,Lembah,61,Banten,2025-09-17,gsuartini@example.org,870743819862,1,6,True,12,93092000,7757666.67,300,25.42,12,2025-09-23
CUST0154,Cahyanto,26,Sumatera Selatan,2025-09-04,cahyanto_97@example.com,8681560169,1,19,True,5,49763000,9952600.0,149,11.6,5,2025-09-22
CUST0155,Cindy,27,Jawa Timur,2025-02-11,cindy_34@example.com,845121421,0,224,False,11,34030000,3093636.36,136,27.82,11,2025-09-01
CUST0156,Jamalia,27,Jawa Tengah,2024-03-19,pudjiastutidariati@example.org,815685193,1,553,False,9,69292000,7699111.11,241,26.78,9,2025-03-11
CUST0157,Tasnim,29,Kalimantan Barat,2023-12-05,jamil78@example.com,806558834,1,658,True,12,92432000,7702666.67,297,18.75,12,2025-06-10
CUST0158,Sadina,26,Lampung,2025-04-19,sadina_36@example.com,878596750158,1,157,False,13,110632000,8510153.85,345,26.46,13,2025-09-17
CUST0159,Padmi,32,Gorontalo,2024-11-21,bakiman29@example.com,867591798,1,306,False,1,15120000,15120000.0,35,36.0,1,2025-03-24
CUST0160,Lasmanto,38,Maluku,2024-02-06,lasmanto_15@example.com,83173161135,0,595,True,9,28179000,3131000.0,128,28.22,9,2025-08-08
CUST0161,Narji,23,Jambi,2025-08-14,safitriqueen@example.net,804466686537,1,40,True,1,5106000,5106000.0,23,43.0,1,2025-08-28
CUST0162,Natalia,56,Jawa Barat,2024-01-01,budimaulana@example.org,893722470,1,631,False,3,24450000,8150000.0,90,27.67,3,2025-02-15
CUST0163,Jelita,31,Bali,2025-01-28,jelita241@example.com,88972804026,1,238,False,11,76385000,6944090.91,259,22.64,11,2025-08-24
CUST0164,Rini,61,Sulawesi Tengah,2023-12-14,eoktaviani@example.com,815359220,1,649,False,8,85912000,10739000.0,251,21.88,8,2025-07-14
CUST0165,Pangeran,58,Kepulauan Bangka Belitung,2025-09-20,ranggamaulana@example.net,8556607041,1,3,True,12,90884000,7573666.67,314,23.08,12,2025-09-24
CUST0166,Nadia,61,Kalimantan Selatan,2025-01-21,600nadia@example.com,832707742619,0,245,False,13,37082000,2852461.54,141,21.23,13,2025-08-15
CUST0167,Kajen,52,Kalimantan Selatan,2025-02-09,unggulwijayanti@example.com,813304169,1,226,True,13,142544000,10964923.08,361,26.54,13,2025-08-22
CUST0168,Laila,38,Jawa Barat,2025-05-27,laryani@example.org,83741637430,1,119,False,6,50270000,8378333.33,167,13.17,6,2025-09-05
CUST0169,Unggul,50,Kalimantan Timur,2024-02-04,stamba@example.com,828121504,1,597,True,7,32921000,4703000.0,175,14.29,7,2025-08-03
CUST0170,Citra,51,Sumatera Utara,2025-02-09,citra535@example.com,800197278,1,226,False,1,9338000,9338000.0,23,50.0,1,2025-05-26
CUST0171,Cahyono,18,Kalimantan Tengah,2024-02-20,oktavianiian@example.net,88904104083,0,581,True,7,17550000,2507142.86,87,21.0,7,2025-02-24
CUST0172,Martani,39,Jawa Barat,2023-11-19,jhutasoit@example.org,834167614748,1,674,True,8,47594000,5949250.0,207,31.62,8,2025-03-24
CUST0173,Edi,46,unknown,2024-04-15,balijan55@example.org,812844433,1,526,True,5,39373000,7874600.0,153,34.2,5,2025-09-09
CUST0174,Rahayu,43,Sulawesi Tenggara,2025-03-16,upangestu@example.com,806899922,1,191,False,4,31866000,7966500.0,117,24.0,4,2025-07-05
CUST0175,Dartono,52,unknown,2025-02-15,harsanto83@example.com,889953743153,1,220,True,3,28768000,9589333.33,103,13.33,3,2025-02-17
CUST0176,Rika,42,Kalimantan Barat,2025-04-01,gunartomanah@example.com,8532955115,1,175,False,2,12209000,6104500.0,67,29.5,2,2025-09-04
CUST0177,Tiara,45,DKI Jakarta,2024-07-22,dongoransabar@example.org,876048071,1,428,False,3,57172000,19057333.33,114,22.67,3,2024-12-31
CUST0178,Salwa,26,Kalimantan Timur,2025-03-04,331salwa@example.com,806277560,1,203,False,10,58200000,5820000.0,211,18.3,10,2025-06-26
